date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants
2020-03-21,Brazil,SP,TOTAL,6,15,63,459,15,459,0.03267,0.99959,0.03268,,,,
2020-03-21,Brazil,TO,TOTAL,0,0,1,2,0,2,0.00000,0.12716,0.00000,,,,
2020-03-21,Brazil,TOTAL,TOTAL,7,18,225,1197,18,1128,0.00857,0.56960,0.01504,,,,
2020-03-22,Brazil,AC,TOTAL,0,0,0,11,0,11,0.00000,1.24726,0.00000,,,,
2020-03-22,Brazil,AL,TOTAL,0,0,0,7,0,7,0.00000,0.20975,0.00000,,,,
2020-03-22,Brazil,AM,TOTAL,0,0,15,26,0,26,0.00000,0.62732,0.00000,,,,
2020-03-22,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-22,Brazil,BA,TOTAL,0,0,14,55,0,49,0.00000,0.36980,0.00000,,,,
2020-03-22,Brazil,CE,TOTAL,0,0,41,125,0,112,0.00000,1.36880,0.00000,,,,
2020-03-22,Brazil,DF,TOTAL,0,0,9,117,0,117,0.00000,3.88025,0.00000,,,,
2020-03-22,Brazil,ES,TOTAL,0,0,0,26,0,26,0.00000,0.64698,0.00000,,,,
2020-03-22,Brazil,GO,TOTAL,0,0,1,21,0,21,0.00000,0.29922,0.00000,,,,
2020-03-22,Brazil,MA,TOTAL,0,0,0,2,0,2,0.00000,0.02827,0.00000,,,,
2020-03-22,Brazil,MG,TOTAL,0,0,29,83,0,83,0.00000,0.39209,0.00000,,,,
2020-03-22,Brazil,MS,TOTAL,0,0,5,21,0,21,0.00000,0.75567,0.00000,,,,
2020-03-22,Brazil,MT,TOTAL,0,0,0,2,0,2,0.00000,0.05740,0.00000,,,,
2020-03-22,Brazil,PA,TOTAL,0,0,2,4,0,4,0.00000,0.04650,0.00000,,,,
2020-03-22,Brazil,PB,TOTAL,0,0,0,1,0,1,0.00000,0.02489,0.00000,,,,
2020-03-22,Brazil,PE,TOTAL,0,0,4,37,0,37,0.00000,0.38715,0.00000,,,,
2020-03-22,Brazil,PI,TOTAL,0,0,2,6,0,4,0.00000,0.18331,0.00000,,,,
2020-03-22,Brazil,PR,TOTAL,0,0,10,54,0,50,0.00000,0.47228,0.00000,,,,
2020-03-22,Brazil,RJ,TOTAL,0,3,67,186,3,186,0.01738,1.07733,0.01613,,,,
2020-03-22,Brazil,RN,TOTAL,0,0,4,13,0,9,0.00000,0.37070,0.00000,,,,
2020-03-22,Brazil,RO,TOTAL,0,0,0,3,0,3,0.00000,0.16880,0.00000,,,,
2020-03-22,Brazil,RR,TOTAL,0,0,0,2,0,2,0.00000,0.33016,0.00000,,,,
2020-03-22,Brazil,RS,TOTAL,0,0,8,77,0,72,0.00000,0.67679,0.00000,,,,
2020-03-22,Brazil,SC,TOTAL,0,0,11,68,0,57,0.00000,0.94909,0.00000,,,,
2020-03-22,Brazil,SE,TOTAL,0,0,0,10,0,10,0.00000,0.43503,0.00000,,,,
2020-03-22,Brazil,SP,TOTAL,7,22,172,631,22,631,0.04791,1.37416,0.03487,,,,
2020-03-22,Brazil,TO,TOTAL,0,0,3,5,0,2,0.00000,0.31789,0.00000,,,,
2020-03-22,Brazil,TOTAL,TOTAL,7,25,397,1594,25,1546,0.01190,0.75852,0.01568,,,,
2020-03-23,Brazil,AC,TOTAL,0,0,6,17,0,11,0.00000,1.92758,0.00000,,230,,
2020-03-23,Brazil,AL,TOTAL,0,0,1,8,0,7,0.00000,0.23971,0.00000,,120,,
2020-03-23,Brazil,AM,TOTAL,0,0,6,32,0,32,0.00000,0.77209,0.00000,,,,
2020-03-23,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-23,Brazil,BA,TOTAL,0,0,8,63,0,63,0.00000,0.42358,0.00000,,1219,,
2020-03-23,Brazil,CE,TOTAL,0,0,39,164,0,163,0.00000,1.79587,0.00000,,,,
2020-03-23,Brazil,DF,TOTAL,0,0,21,138,0,133,0.00000,4.57671,0.00000,,,,
2020-03-23,Brazil,ES,TOTAL,0,0,7,33,0,29,0.00000,0.82117,0.00000,5,739,,
2020-03-23,Brazil,GO,TOTAL,0,0,2,23,0,23,0.00000,0.32771,0.00000,,,,
2020-03-23,Brazil,MA,TOTAL,0,0,6,8,0,2,0.00000,0.11307,0.00000,,302,,
2020-03-23,Brazil,MG,TOTAL,0,0,45,128,0,128,0.00000,0.60466,0.00000,,7766,,
2020-03-23,Brazil,MS,TOTAL,0,0,0,21,0,21,0.00000,0.75567,0.00000,,,,
2020-03-23,Brazil,MT,TOTAL,0,0,4,6,0,2,0.00000,0.17219,0.00000,,,,
2020-03-23,Brazil,PA,TOTAL,0,0,1,5,0,5,0.00000,0.05812,0.00000,,,,
2020-03-23,Brazil,PB,TOTAL,0,0,1,2,0,2,0.00000,0.04977,0.00000,,206,,
2020-03-23,Brazil,PE,TOTAL,0,0,5,42,0,42,0.00000,0.43947,0.00000,3,,,
2020-03-23,Brazil,PI,TOTAL,0,0,0,6,0,6,0.00000,0.18331,0.00000,,,,
2020-03-23,Brazil,PR,TOTAL,0,0,6,60,0,56,0.00000,0.52475,0.00000,,,,
2020-03-23,Brazil,RJ,TOTAL,1,4,47,233,4,233,0.02317,1.34956,0.01717,,,,
2020-03-23,Brazil,RN,TOTAL,0,0,0,13,0,13,0.00000,0.37070,0.00000,,,,
2020-03-23,Brazil,RO,TOTAL,0,0,0,3,0,3,0.00000,0.16880,0.00000,,,,
2020-03-23,Brazil,RR,TOTAL,0,0,0,2,0,2,0.00000,0.33016,0.00000,,,,
2020-03-23,Brazil,RS,TOTAL,0,0,19,96,0,86,0.00000,0.84379,0.00000,,132,,
2020-03-23,Brazil,SC,TOTAL,0,0,18,86,0,68,0.00000,1.20031,0.00000,,410,,
2020-03-23,Brazil,SE,TOTAL,0,0,0,10,0,10,0.00000,0.43503,0.00000,,,,
2020-03-23,Brazil,SP,TOTAL,8,30,114,745,30,745,0.06533,1.62242,0.04027,,4743,,
2020-03-23,Brazil,TO,TOTAL,0,0,2,7,0,5,0.00000,0.44505,0.00000,,,,
2020-03-23,Brazil,TOTAL,TOTAL,9,34,358,1952,34,1891,0.01618,0.92887,0.01742,8,15867,,
2020-03-24,Brazil,AC,TOTAL,0,0,4,21,0,17,0.00000,2.38113,0.00000,,230,,
2020-03-24,Brazil,AL,TOTAL,0,0,2,10,0,9,0.00000,0.29964,0.00000,1,120,,
2020-03-24,Brazil,AM,TOTAL,1,1,15,47,0,47,0.02413,1.13401,0.02128,1,,,
2020-03-24,Brazil,AP,TOTAL,0,0,0,1,0,1,0.00000,0.11824,0.00000,,,,
2020-03-24,Brazil,BA,TOTAL,0,0,16,79,0,76,0.00000,0.53116,0.00000,1,1219,,
2020-03-24,Brazil,CE,TOTAL,0,0,21,185,0,182,0.00000,2.02583,0.00000,,,,
2020-03-24,Brazil,DF,TOTAL,0,0,23,161,0,160,0.00000,5.33949,0.00000,1,,,
2020-03-24,Brazil,ES,TOTAL,0,0,7,40,0,33,0.00000,0.99536,0.00000,5,739,,
2020-03-24,Brazil,GO,TOTAL,0,0,6,29,0,27,0.00000,0.41320,0.00000,,,,
2020-03-24,Brazil,MA,TOTAL,0,0,0,8,0,8,0.00000,0.11307,0.00000,,302,,
2020-03-24,Brazil,MG,TOTAL,0,0,2,130,0,130,0.00000,0.61411,0.00000,,7766,,
2020-03-24,Brazil,MS,TOTAL,0,0,3,24,0,23,0.00000,0.86362,0.00000,,,,
2020-03-24,Brazil,MT,TOTAL,0,0,1,7,0,7,0.00000,0.20089,0.00000,,,,
2020-03-24,Brazil,PA,TOTAL,0,0,0,5,0,5,0.00000,0.05812,0.00000,,,,
2020-03-24,Brazil,PB,TOTAL,0,0,1,3,0,3,0.00000,0.07466,0.00000,,206,,
2020-03-24,Brazil,PE,TOTAL,0,0,0,42,0,42,0.00000,0.43947,0.00000,5,,,
2020-03-24,Brazil,PI,TOTAL,0,0,2,8,0,6,0.00000,0.24441,0.00000,,160,,
2020-03-24,Brazil,PR,TOTAL,0,0,10,70,0,65,0.00000,0.61221,0.00000,,1844,,
2020-03-24,Brazil,RJ,TOTAL,2,6,72,305,6,305,0.03475,1.76659,0.01967,1,,,
2020-03-24,Brazil,RN,TOTAL,0,0,1,14,0,13,0.00000,0.39922,0.00000,1,,,
2020-03-24,Brazil,RO,TOTAL,0,0,2,5,0,3,0.00000,0.28134,0.00000,,,,
2020-03-24,Brazil,RR,TOTAL,0,0,6,8,0,2,0.00000,1.32065,0.00000,,,,
2020-03-24,Brazil,RS,TOTAL,0,0,16,112,0,98,0.00000,0.98442,0.00000,3,132,,
2020-03-24,Brazil,SC,TOTAL,0,0,23,109,0,107,0.00000,1.52133,0.00000,,410,,
2020-03-24,Brazil,SE,TOTAL,0,0,5,15,0,15,0.00000,0.65254,0.00000,,,,
2020-03-24,Brazil,SP,TOTAL,10,40,65,810,40,810,0.08711,1.76397,0.04938,1,4572,,
2020-03-24,Brazil,TO,TOTAL,0,0,0,7,0,7,0.00000,0.44505,0.00000,,,,
2020-03-24,Brazil,TOTAL,TOTAL,13,47,303,2255,46,2201,0.02237,1.07306,0.02084,20,17700,,
2020-03-25,Brazil,AC,TOTAL,0,0,2,23,0,23,0.00000,2.60790,0.00000,,230,,
2020-03-25,Brazil,AL,TOTAL,0,0,1,11,0,11,0.00000,0.32960,0.00000,1,207,,
2020-03-25,Brazil,AM,TOTAL,0,1,7,54,1,54,0.02413,1.30290,0.01852,1,,,
2020-03-25,Brazil,AP,TOTAL,0,0,1,2,0,1,0.00000,0.23648,0.00000,,183,,
2020-03-25,Brazil,BA,TOTAL,0,0,12,91,0,84,0.00000,0.61184,0.00000,1,1219,,
2020-03-25,Brazil,CE,TOTAL,0,0,26,211,0,200,0.00000,2.31054,0.00000,,,,
2020-03-25,Brazil,DF,TOTAL,0,0,34,195,0,160,0.00000,6.46709,0.00000,1,,,
2020-03-25,Brazil,ES,TOTAL,0,0,0,40,0,39,0.00000,0.99536,0.00000,5,1019,,
2020-03-25,Brazil,GO,TOTAL,0,0,6,35,0,29,0.00000,0.49869,0.00000,,,,
2020-03-25,Brazil,MA,TOTAL,0,0,0,8,0,8,0.00000,0.11307,0.00000,,302,,
2020-03-25,Brazil,MG,TOTAL,0,0,3,133,0,133,0.00000,0.62828,0.00000,,14227,,
2020-03-25,Brazil,MS,TOTAL,0,0,0,24,0,24,0.00000,0.86362,0.00000,,,,
2020-03-25,Brazil,MT,TOTAL,0,0,2,9,0,8,0.00000,0.25829,0.00000,,326,,
2020-03-25,Brazil,PA,TOTAL,0,0,2,7,0,7,0.00000,0.08137,0.00000,,137,,
2020-03-25,Brazil,PB,TOTAL,0,0,2,5,0,3,0.00000,0.12444,0.00000,,206,,
2020-03-25,Brazil,PE,TOTAL,1,1,4,46,1,46,0.01046,0.48132,0.02174,5,,,
2020-03-25,Brazil,PI,TOTAL,0,0,1,9,0,8,0.00000,0.27496,0.00000,,348,,
2020-03-25,Brazil,PR,TOTAL,0,0,27,97,0,81,0.00000,0.84835,0.00000,7,3588,,
2020-03-25,Brazil,RJ,TOTAL,2,8,65,370,6,370,0.04634,2.14307,0.02162,1,,,
2020-03-25,Brazil,RN,TOTAL,0,0,0,14,0,14,0.00000,0.39922,0.00000,1,478,,
2020-03-25,Brazil,RO,TOTAL,0,0,0,5,0,5,0.00000,0.28134,0.00000,,,,
2020-03-25,Brazil,RR,TOTAL,0,0,0,8,0,8,0.00000,1.32065,0.00000,,,,
2020-03-25,Brazil,RS,TOTAL,1,1,50,162,1,123,0.00879,1.42390,0.00617,3,132,,
2020-03-25,Brazil,SC,TOTAL,0,0,13,122,0,109,0.00000,1.70277,0.00000,,325,,
2020-03-25,Brazil,SE,TOTAL,0,0,1,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-25,Brazil,SP,TOTAL,8,48,52,862,48,862,0.10453,1.87722,0.05568,1,4300,,
2020-03-25,Brazil,TO,TOTAL,0,0,0,7,0,7,0.00000,0.44505,0.00000,,,,
2020-03-25,Brazil,TOTAL,TOTAL,12,59,311,2566,57,2433,0.02808,1.22105,0.02299,27,27227,,
2020-03-26,Brazil,AC,TOTAL,0,0,1,24,0,24,0.00000,2.72129,0.00000,,76,,
2020-03-26,Brazil,AL,TOTAL,0,0,0,11,0,11,0.00000,0.32960,0.00000,1,274,,
2020-03-26,Brazil,AM,TOTAL,0,1,13,67,1,67,0.02413,1.61656,0.01493,1,,,
2020-03-26,Brazil,AP,TOTAL,0,0,0,2,0,2,0.00000,0.23648,0.00000,,183,,
2020-03-26,Brazil,BA,TOTAL,0,0,17,108,0,104,0.00000,0.72614,0.00000,16,,,
2020-03-26,Brazil,CE,TOTAL,3,3,26,237,3,235,0.03285,2.59525,0.01266,,4129,,
2020-03-26,Brazil,DF,TOTAL,0,0,6,201,0,200,0.00000,6.66607,0.00000,1,,,
2020-03-26,Brazil,ES,TOTAL,0,0,8,48,0,39,0.00000,1.19443,0.00000,5,1039,,
2020-03-26,Brazil,GO,TOTAL,1,1,4,39,1,39,0.01425,0.55569,0.02564,,,,
2020-03-26,Brazil,MA,TOTAL,0,0,2,10,0,10,0.00000,0.14134,0.00000,,728,,
2020-03-26,Brazil,MG,TOTAL,0,0,20,153,0,153,0.00000,0.72276,0.00000,,17409,,
2020-03-26,Brazil,MS,TOTAL,0,0,1,25,0,25,0.00000,0.89961,0.00000,,,,
2020-03-26,Brazil,MT,TOTAL,0,0,2,11,0,11,0.00000,0.31569,0.00000,,326,,
2020-03-26,Brazil,PA,TOTAL,0,0,6,13,0,13,0.00000,0.15111,0.00000,,97,,
2020-03-26,Brazil,PB,TOTAL,0,0,1,6,0,5,0.00000,0.14932,0.00000,,206,,
2020-03-26,Brazil,PE,TOTAL,2,3,2,48,3,48,0.03139,0.50225,0.06250,5,,,
2020-03-26,Brazil,PI,TOTAL,0,0,0,9,0,9,0.00000,0.27496,0.00000,,348,,
2020-03-26,Brazil,PR,TOTAL,0,0,9,106,0,102,0.00000,0.92706,0.00000,7,3487,,
2020-03-26,Brazil,RJ,TOTAL,1,9,51,421,9,421,0.05213,2.43847,0.02138,1,4471,,
2020-03-26,Brazil,RN,TOTAL,0,0,5,19,0,19,0.00000,0.54180,0.00000,1,1125,,
2020-03-26,Brazil,RO,TOTAL,0,0,1,6,0,5,0.00000,0.33760,0.00000,,,,
2020-03-26,Brazil,RR,TOTAL,0,0,2,10,0,8,0.00000,1.65082,0.00000,,,,
2020-03-26,Brazil,RS,TOTAL,0,1,28,190,1,168,0.00879,1.67000,0.00526,3,258,,
2020-03-26,Brazil,SC,TOTAL,1,1,27,149,1,122,0.01396,2.07961,0.00671,,325,,
2020-03-26,Brazil,SE,TOTAL,0,0,0,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-26,Brazil,SP,TOTAL,10,58,191,1053,58,1052,0.12631,2.29317,0.05508,1,14312,,
2020-03-26,Brazil,TO,TOTAL,0,0,1,8,0,7,0.00000,0.50863,0.00000,,,,
2020-03-26,Brazil,TOTAL,TOTAL,18,77,424,2990,77,2915,0.03664,1.42281,0.02575,42,48793,,
2020-03-27,Brazil,AC,TOTAL,0,0,1,25,0,25,0.00000,2.83468,0.00000,,76,,
2020-03-27,Brazil,AL,TOTAL,0,0,1,12,0,11,0.00000,0.35957,0.00000,1,274,,
2020-03-27,Brazil,AM,TOTAL,0,1,14,81,1,81,0.02413,1.95435,0.01235,1,,,
2020-03-27,Brazil,AP,TOTAL,0,0,1,3,0,2,0.00000,0.35472,0.00000,,183,,
2020-03-27,Brazil,BA,TOTAL,0,0,15,123,0,115,0.00000,0.82700,0.00000,16,,,
2020-03-27,Brazil,CE,TOTAL,0,3,45,282,3,282,0.03285,3.08802,0.01064,,4129,,
2020-03-27,Brazil,DF,TOTAL,0,0,40,241,0,230,0.00000,7.99266,0.00000,1,,,
2020-03-27,Brazil,ES,TOTAL,0,0,6,54,0,47,0.00000,1.34373,0.00000,5,1039,,
2020-03-27,Brazil,GO,TOTAL,0,1,10,49,1,49,0.01425,0.69817,0.02041,,,,
2020-03-27,Brazil,MA,TOTAL,0,0,3,13,0,13,0.00000,0.18374,0.00000,,728,,
2020-03-27,Brazil,MG,TOTAL,0,0,36,189,0,189,0.00000,0.89282,0.00000,,21691,,
2020-03-27,Brazil,MS,TOTAL,0,0,3,28,0,28,0.00000,1.00756,0.00000,,,,
2020-03-27,Brazil,MT,TOTAL,0,0,0,11,0,11,0.00000,0.31569,0.00000,,326,,
2020-03-27,Brazil,PA,TOTAL,0,0,3,16,0,13,0.00000,0.18598,0.00000,,115,,
2020-03-27,Brazil,PB,TOTAL,0,0,4,10,0,9,0.00000,0.24887,0.00000,,206,,
2020-03-27,Brazil,PE,TOTAL,1,4,9,57,4,56,0.04185,0.59642,0.07018,5,,,
2020-03-27,Brazil,PI,TOTAL,1,1,1,10,0,9,0.03055,0.30551,0.10000,,348,,
2020-03-27,Brazil,PR,TOTAL,2,2,19,125,2,119,0.01749,1.09323,0.01600,7,1078,,
2020-03-27,Brazil,RJ,TOTAL,1,10,72,493,10,493,0.05792,2.85550,0.02028,1,4471,,
2020-03-27,Brazil,RN,TOTAL,0,0,9,28,0,28,0.00000,0.79844,0.00000,1,1125,,
2020-03-27,Brazil,RO,TOTAL,0,0,0,6,0,6,0.00000,0.33760,0.00000,,,,
2020-03-27,Brazil,RR,TOTAL,0,0,2,12,0,10,0.00000,1.98098,0.00000,,,,
2020-03-27,Brazil,RS,TOTAL,1,2,7,197,2,195,0.01758,1.73153,0.01015,3,258,,
2020-03-27,Brazil,SC,TOTAL,0,1,14,163,1,149,0.01396,2.27501,0.00613,,325,,
2020-03-27,Brazil,SE,TOTAL,0,0,0,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-27,Brazil,SP,TOTAL,10,68,170,1223,68,1223,0.14809,2.66338,0.05560,1,14312,,
2020-03-27,Brazil,TO,TOTAL,0,0,1,9,0,8,0.00000,0.57220,0.00000,,,,
2020-03-27,Brazil,TOTAL,TOTAL,16,93,486,3476,92,3417,0.04425,1.65408,0.02675,42,50684,,
2020-03-28,Brazil,AC,TOTAL,0,0,0,25,0,25,0.00000,2.83468,0.00000,,76,,
2020-03-28,Brazil,AL,TOTAL,0,0,2,14,0,14,0.00000,0.41949,0.00000,1,274,,
2020-03-28,Brazil,AM,TOTAL,0,1,30,111,1,111,0.02413,2.67819,0.00901,1,121,,
2020-03-28,Brazil,AP,TOTAL,0,0,1,4,0,4,0.00000,0.47296,0.00000,,292,,
2020-03-28,Brazil,BA,TOTAL,0,0,4,127,0,127,0.00000,0.85389,0.00000,16,,,
2020-03-28,Brazil,CE,TOTAL,1,4,40,322,4,314,0.04380,3.52603,0.01242,,4129,,
2020-03-28,Brazil,DF,TOTAL,0,0,19,260,0,260,0.00000,8.62278,0.00000,1,,,
2020-03-28,Brazil,ES,TOTAL,0,0,7,61,0,53,0.00000,1.51792,0.00000,12,984,,
2020-03-28,Brazil,GO,TOTAL,0,1,7,56,1,56,0.01425,0.79791,0.01786,,,,
2020-03-28,Brazil,MA,TOTAL,0,0,2,15,0,14,0.00000,0.21201,0.00000,,728,,
2020-03-28,Brazil,MG,TOTAL,0,0,16,205,0,205,0.00000,0.96841,0.00000,,22974,,
2020-03-28,Brazil,MS,TOTAL,0,0,3,31,0,31,0.00000,1.11551,0.00000,,,,
2020-03-28,Brazil,MT,TOTAL,0,0,2,13,0,13,0.00000,0.37308,0.00000,,326,,
2020-03-28,Brazil,PA,TOTAL,0,0,2,18,0,17,0.00000,0.20923,0.00000,,115,,
2020-03-28,Brazil,PB,TOTAL,0,0,4,14,0,14,0.00000,0.34842,0.00000,3,206,,
2020-03-28,Brazil,PE,TOTAL,1,5,11,68,5,68,0.05232,0.71152,0.07353,9,,,
2020-03-28,Brazil,PI,TOTAL,0,1,1,11,1,11,0.03055,0.33606,0.09091,,348,,
2020-03-28,Brazil,PR,TOTAL,0,2,12,137,2,133,0.01749,1.19819,0.01460,7,968,,
2020-03-28,Brazil,RJ,TOTAL,3,13,65,558,13,558,0.07530,3.23198,0.02330,1,4471,,
2020-03-28,Brazil,RN,TOTAL,1,1,40,68,0,45,0.02852,1.93906,0.01471,1,1130,,
2020-03-28,Brazil,RO,TOTAL,0,0,0,6,0,6,0.00000,0.33760,0.00000,,,,
2020-03-28,Brazil,RR,TOTAL,0,0,4,16,0,12,0.00000,2.64131,0.00000,,,,
2020-03-28,Brazil,RS,TOTAL,0,2,3,200,2,197,0.01758,1.75790,0.01000,3,258,,
2020-03-28,Brazil,SC,TOTAL,0,1,21,184,1,184,0.01396,2.56812,0.00543,,325,,
2020-03-28,Brazil,SE,TOTAL,0,0,0,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-28,Brazil,SP,TOTAL,16,84,183,1406,84,1406,0.18293,3.06191,0.05974,1,14312,,
2020-03-28,Brazil,TO,TOTAL,0,0,0,9,0,9,0.00000,0.57220,0.00000,,,,
2020-03-28,Brazil,TOTAL,TOTAL,22,115,479,3955,114,3903,0.05472,1.88201,0.02908,56,52037,,
2020-03-29,Brazil,AC,TOTAL,0,0,9,34,0,34,0.00000,3.85516,0.00000,,76,,
2020-03-29,Brazil,AL,TOTAL,0,0,3,17,0,17,0.00000,0.50939,0.00000,1,274,,
2020-03-29,Brazil,AM,TOTAL,0,1,29,140,1,140,0.02413,3.37789,0.00714,1,121,,
2020-03-29,Brazil,AP,TOTAL,0,0,4,8,0,4,0.00000,0.94593,0.00000,,292,,
2020-03-29,Brazil,BA,TOTAL,1,1,29,156,1,154,0.00672,1.04888,0.00641,16,,,
2020-03-29,Brazil,CE,TOTAL,1,5,37,359,5,348,0.05475,3.93120,0.01393,,4129,,
2020-03-29,Brazil,DF,TOTAL,1,1,38,298,1,289,0.03316,9.88304,0.00336,1,,,
2020-03-29,Brazil,ES,TOTAL,0,0,11,72,0,60,0.00000,1.79165,0.00000,12,1013,,
2020-03-29,Brazil,GO,TOTAL,0,1,2,58,1,58,0.01425,0.82640,0.01724,,,,
2020-03-29,Brazil,MA,TOTAL,1,1,6,21,0,16,0.01413,0.29681,0.04762,,728,,
2020-03-29,Brazil,MG,TOTAL,0,0,26,231,0,231,0.00000,1.09123,0.00000,,28783,,
2020-03-29,Brazil,MS,TOTAL,0,0,5,36,0,36,0.00000,1.29544,0.00000,,,,
2020-03-29,Brazil,MT,TOTAL,0,0,3,16,0,16,0.00000,0.45918,0.00000,,326,,
2020-03-29,Brazil,PA,TOTAL,0,0,2,20,0,18,0.00000,0.23248,0.00000,,87,,
2020-03-29,Brazil,PB,TOTAL,0,0,0,14,0,14,0.00000,0.34842,0.00000,3,206,,
2020-03-29,Brazil,PE,TOTAL,0,5,5,73,5,73,0.05232,0.76383,0.06849,9,,,
2020-03-29,Brazil,PI,TOTAL,0,1,3,14,1,14,0.03055,0.42771,0.07143,,348,,
2020-03-29,Brazil,PR,TOTAL,0,2,15,152,2,148,0.01749,1.32937,0.01316,7,968,,
2020-03-29,Brazil,RJ,TOTAL,4,17,42,600,17,600,0.09847,3.47525,0.02833,1,4471,,
2020-03-29,Brazil,RN,TOTAL,0,1,0,68,1,68,0.02852,1.93906,0.01471,1,1130,,
2020-03-29,Brazil,RO,TOTAL,0,0,0,6,0,6,0.00000,0.33760,0.00000,,,,
2020-03-29,Brazil,RR,TOTAL,0,0,0,16,0,16,0.00000,2.64131,0.00000,,,,
2020-03-29,Brazil,RS,TOTAL,0,2,30,230,2,226,0.01758,2.02158,0.00870,3,258,,
2020-03-29,Brazil,SC,TOTAL,0,1,13,197,1,194,0.01396,2.74956,0.00508,,325,,
2020-03-29,Brazil,SE,TOTAL,0,0,0,16,0,16,0.00000,0.69605,0.00000,,,,
2020-03-29,Brazil,SP,TOTAL,14,98,45,1451,98,1451,0.21342,3.15991,0.06754,1,14312,,
2020-03-29,Brazil,TO,TOTAL,0,0,1,10,0,9,0.00000,0.63578,0.00000,,,,
2020-03-29,Brazil,TOTAL,TOTAL,22,137,358,4313,136,4256,0.06519,2.05237,0.03176,56,57847,,
2020-03-30,Brazil,AC,TOTAL,0,0,8,42,0,42,0.00000,4.76226,0.00000,10,63,,
2020-03-30,Brazil,AL,TOTAL,0,0,0,17,0,17,0.00000,0.50939,0.00000,1,274,,
2020-03-30,Brazil,AM,TOTAL,1,2,11,151,1,151,0.04826,3.64330,0.01325,1,121,,
2020-03-30,Brazil,AP,TOTAL,0,0,0,8,0,8,0.00000,0.94593,0.00000,,292,,
2020-03-30,Brazil,BA,TOTAL,1,2,20,176,1,176,0.01345,1.18335,0.01136,16,,,
2020-03-30,Brazil,CE,TOTAL,0,5,23,382,5,372,0.05475,4.18306,0.01309,,4129,,
2020-03-30,Brazil,DF,TOTAL,1,2,14,312,1,312,0.06633,10.34734,0.00641,1,,,
2020-03-30,Brazil,ES,TOTAL,0,0,13,85,0,72,0.00000,2.11514,0.00000,12,1013,,
2020-03-30,Brazil,GO,TOTAL,0,1,3,61,1,61,0.01425,0.86915,0.01639,,1626,,
2020-03-30,Brazil,MA,TOTAL,0,1,9,30,1,23,0.01413,0.42402,0.03333,,222,,
2020-03-30,Brazil,MG,TOTAL,1,1,30,261,1,261,0.00472,1.23295,0.00383,,29724,,
2020-03-30,Brazil,MS,TOTAL,0,0,8,44,0,44,0.00000,1.58331,0.00000,,,,
2020-03-30,Brazil,MT,TOTAL,0,0,2,18,0,18,0.00000,0.51658,0.00000,,326,,
2020-03-30,Brazil,PA,TOTAL,0,0,6,26,0,21,0.00000,0.30222,0.00000,,47,,
2020-03-30,Brazil,PB,TOTAL,0,0,3,17,0,15,0.00000,0.42308,0.00000,3,90,,
2020-03-30,Brazil,PE,TOTAL,1,6,5,78,6,78,0.06278,0.81615,0.07692,9,,,
2020-03-30,Brazil,PI,TOTAL,3,4,4,18,3,16,0.12220,0.54992,0.22222,,348,,
2020-03-30,Brazil,PR,TOTAL,1,3,8,160,3,155,0.02624,1.39934,0.01875,7,484,,
2020-03-30,Brazil,RJ,TOTAL,1,18,57,657,18,657,0.10426,3.80540,0.02740,1,4471,,
2020-03-30,Brazil,RN,TOTAL,0,1,9,77,1,77,0.02852,2.19570,0.01299,1,1130,,
2020-03-30,Brazil,RO,TOTAL,1,1,2,8,0,6,0.05627,0.45014,0.12500,,,,
2020-03-30,Brazil,RR,TOTAL,0,0,0,16,0,16,0.00000,2.64131,0.00000,,1,,
2020-03-30,Brazil,RS,TOTAL,2,4,24,254,3,241,0.03516,2.23253,0.01575,3,258,,
2020-03-30,Brazil,SC,TOTAL,1,2,22,219,1,197,0.02791,3.05662,0.00913,,325,,
2020-03-30,Brazil,SE,TOTAL,0,0,2,18,0,16,0.00000,0.78305,0.00000,,,,
2020-03-30,Brazil,SP,TOTAL,15,113,66,1517,113,1517,0.24609,3.30364,0.07449,1,12000,,
2020-03-30,Brazil,TO,TOTAL,0,0,1,11,0,10,0.00000,0.69936,0.00000,,,,
2020-03-30,Brazil,TOTAL,TOTAL,29,166,350,4663,159,4579,0.07899,2.21892,0.03560,66,56944,,
2020-03-31,Brazil,AC,TOTAL,0,0,0,42,0,42,0.00000,4.76226,0.00000,10,41,,
2020-03-31,Brazil,AL,TOTAL,1,1,1,18,1,18,0.02996,0.53935,0.05556,1,274,,
2020-03-31,Brazil,AM,TOTAL,1,3,24,175,3,175,0.07238,4.22236,0.01714,1,121,,
2020-03-31,Brazil,AP,TOTAL,0,0,2,10,0,10,0.00000,1.18241,0.00000,,383,,
2020-03-31,Brazil,BA,TOTAL,0,2,41,217,2,213,0.01345,1.45901,0.00922,16,,,
